flight_id,airline,origin,destination,departure_delay,arrival_delay,distance,date
2462,IndiGo,Hyderabad,Ahmedabad,14,23,820,2023-03-03
2463,IndiGo,Chennai,Kolkata,13,13,671,2023-08-10
2464,IndiGo,Kolkata,Chennai,6,9,1072,2023-02-28
2465,IndiGo,Mumbai,Chennai,0,1,1040,2023-12-18
2466,IndiGo,Ahmedabad,Delhi,18,10,448,2023-08-01
2467,IndiGo,Pune,Hyderabad,22,29,664,2023-08-24
2468,IndiGo,Kolkata,Chennai,6,10,722,2023-12-12
2469,IndiGo,Hyderabad,Mumbai,10,18,1679,2023-06-15
2470,IndiGo,Chennai,Bangalore,17,12,1890,2023-01-19
2471,IndiGo,Ahmedabad,Bangalore,14,14,1095,2023-07-15
2472,IndiGo,Chennai,Hyderabad,10,9,1415,2023-08-18
2473,IndiGo,Chennai,Kolkata,23,30,1359,2023-04-04
2474,IndiGo,Kolkata,Ahmedabad,4,0,1100,2023-06-21
2475,IndiGo,Mumbai,Pune,6,10,473,2023-08-29
2476,IndiGo,Delhi,Hyderabad,11,19,414,2023-10-17
2477,IndiGo,Kolkata,Hyderabad,16,22,1424,2023-03-28
2478,IndiGo,Delhi,Pune,12,8,854,2023-03-28
2479,IndiGo,Pune,Mumbai,8,15,571,2023-09-04
2480,IndiGo,Ahmedabad,Pune,9,13,703,2023-08-16
2481,IndiGo,Hyderabad,Kolkata,7,4,892,2023-05-04
2482,IndiGo,Pune,Mumbai,9,12,735,2023-05-20
2483,IndiGo,Mumbai,Pune,4,4,1587,2023-02-18
2484,IndiGo,Mumbai,Kolkata,2,9,509,2023-12-09
2485,IndiGo,Kolkata,Ahmedabad,7,16,1016,2023-10-04
2486,IndiGo,Ahmedabad,Hyderabad,22,23,548,2023-07-24
2487,IndiGo,Bangalore,Chennai,1,-5,893,2023-02-02
2488,IndiGo,Delhi,Mumbai,-1,-5,1119,2023-11-02
2489,IndiGo,Delhi,Kolkata,21,23,1016,2023-09-28
2490,IndiGo,Hyderabad,Kolkata,13,4,1839,2023-12-05
2491,IndiGo,Delhi,Chennai,0,6,1821,2023-10-24
2492,IndiGo,Hyderabad,Mumbai,12,13,946,2023-03-12
2493,IndiGo,Hyderabad,Ahmedabad,14,24,1681,2023-11-12
2494,IndiGo,Chennai,Mumbai,8,10,1004,2023-05-20
2495,IndiGo,Ahmedabad,Delhi,11,24,1403,2023-02-25
2496,IndiGo,Ahmedabad,Delhi,-5,-1,1503,2023-04-10
2497,IndiGo,Chennai,Ahmedabad,9,13,1974,2023-07-26
2498,IndiGo,Kolkata,Chennai,4,5,514,2023-01-15
2499,IndiGo,Mumbai,Kolkata,15,32,614,2023-05-13
2500,IndiGo,Ahmedabad,Pune,16,14,1640,2023-08-03
2501,IndiGo,Mumbai,Ahmedabad,6,6,1377,2023-07-17
2502,IndiGo,Mumbai,Hyderabad,-4,-4,1417,2023-06-17
2503,IndiGo,Chennai,Mumbai,15,11,1848,2023-01-12
2504,IndiGo,Hyderabad,Chennai,18,22,1500,2023-09-23
2505,IndiGo,Hyderabad,Mumbai,4,5,1524,2023-05-15
2506,IndiGo,Pune,Mumbai,22,27,1272,2023-08-02
2507,IndiGo,Delhi,Kolkata,10,10,1109,2023-07-15
2508,IndiGo,Pune,Kolkata,10,10,543,2023-05-08
2509,IndiGo,Ahmedabad,Bangalore,-5,6,1901,2023-04-11
2510,IndiGo,Hyderabad,Bangalore,11,14,1214,2023-09-18
2511,IndiGo,Delhi,Hyderabad,9,8,913,2023-09-13
2512,IndiGo,Kolkata,Pune,8,3,1657,2023-07-08
2513,IndiGo,Mumbai,Ahmedabad,28,24,685,2023-08-16
2514,IndiGo,Mumbai,Pune,1,1,632,2023-11-28
2515,IndiGo,Hyderabad,Pune,20,22,1297,2023-11-23
2516,IndiGo,Bangalore,Pune,0,8,1436,2023-10-10
2517,IndiGo,Pune,Chennai,15,19,401,2023-02-17
2518,IndiGo,Bangalore,Delhi,15,28,1583,2023-04-14
2519,IndiGo,Hyderabad,Ahmedabad,27,26,1478,2023-06-05
2520,IndiGo,Pune,Chennai,22,25,1023,2023-02-10
2521,IndiGo,Bangalore,Mumbai,13,7,1133,2023-09-17
2522,IndiGo,Delhi,Mumbai,8,6,1495,2023-09-18
2523,IndiGo,Ahmedabad,Kolkata,16,23,799,2023-01-13
2524,IndiGo,Ahmedabad,Mumbai,-5,-5,1438,2023-03-31
2525,IndiGo,Chennai,Pune,18,19,1597,2023-10-08
2526,IndiGo,Hyderabad,Chennai,15,18,684,2023-06-23
2527,IndiGo,Hyderabad,Chennai,12,12,1350,2023-11-21
2528,IndiGo,Delhi,Chennai,0,-3,725,2023-08-30
2529,IndiGo,Delhi,Chennai,15,17,1257,2023-11-30
2530,IndiGo,Mumbai,Bangalore,8,8,515,2023-02-08
2531,IndiGo,Mumbai,Delhi,7,14,1958,2023-03-26
2532,IndiGo,Kolkata,Mumbai,7,3,1977,2023-10-14
2533,IndiGo,Hyderabad,Ahmedabad,15,15,874,2023-03-05
2534,IndiGo,Hyderabad,Delhi,10,20,1408,2023-02-11
2535,IndiGo,Bangalore,Ahmedabad,9,12,1780,2023-10-18
2536,IndiGo,Delhi,Pune,0,0,1021,2023-01-29
2537,IndiGo,Delhi,Pune,14,9,538,2023-01-27
2538,IndiGo,Bangalore,Ahmedabad,11,13,677,2023-02-06
2539,IndiGo,Delhi,Mumbai,10,17,1712,2023-08-26
2540,IndiGo,Bangalore,Kolkata,12,21,1940,2023-07-28
2541,IndiGo,Chennai,Delhi,2,4,1107,2023-01-29
2542,IndiGo,Mumbai,Chennai,10,7,823,2023-07-09
2543,IndiGo,Hyderabad,Chennai,17,30,1025,2023-08-12
2544,IndiGo,Bangalore,Hyderabad,9,13,1847,2023-07-30
2545,IndiGo,Mumbai,Bangalore,10,9,567,2023-12-08
2546,IndiGo,Hyderabad,Chennai,-4,-5,1215,2023-06-26
2547,IndiGo,Hyderabad,Pune,-1,9,1069,2023-11-21
2548,IndiGo,Mumbai,Chennai,9,9,1153,2023-10-26
2549,IndiGo,Delhi,Chennai,17,14,1559,2023-04-15
2550,IndiGo,Bangalore,Hyderabad,3,5,442,2023-01-07
2551,IndiGo,Hyderabad,Delhi,18,22,1797,2023-05-12
2552,IndiGo,Chennai,Kolkata,11,13,1229,2023-02-25
2553,IndiGo,Mumbai,Kolkata,13,16,704,2023-11-26
2554,IndiGo,Chennai,Mumbai,1,3,1524,2023-12-13
2555,IndiGo,Bangalore,Ahmedabad,1,3,404,2023-03-30
2556,IndiGo,Mumbai,Delhi,6,20,919,2023-03-25
2557,IndiGo,Mumbai,Pune,9,4,1266,2023-10-05
2558,IndiGo,Mumbai,Bangalore,8,12,871,2023-07-16
2559,IndiGo,Bangalore,Pune,23,23,799,2023-11-29
2560,IndiGo,Pune,Hyderabad,-2,4,866,2023-12-08
2561,IndiGo,Ahmedabad,Delhi,-1,-1,1651,2023-01-24
2562,IndiGo,Pune,Hyderabad,7,8,1596,2023-06-20
2563,IndiGo,Hyderabad,Pune,15,14,1981,2023-04-26
2564,IndiGo,Kolkata,Hyderabad,7,8,693,2023-04-03
2565,IndiGo,Chennai,Delhi,11,13,1509,2023-05-14
2566,IndiGo,Chennai,Kolkata,13,19,896,2023-04-23
2567,IndiGo,Bangalore,Ahmedabad,13,17,701,2023-02-02
2568,IndiGo,Hyderabad,Ahmedabad,-2,0,1444,2023-06-13
2569,IndiGo,Hyderabad,Kolkata,13,18,1144,2023-12-26
2570,IndiGo,Pune,Chennai,4,3,623,2023-05-12
2571,IndiGo,Pune,Bangalore,5,9,501,2023-02-04
2572,IndiGo,Bangalore,Chennai,18,18,927,2023-03-21
2573,IndiGo,Pune,Hyderabad,17,19,1612,2023-10-10
2574,IndiGo,Ahmedabad,Bangalore,9,9,875,2023-03-07
2575,IndiGo,Delhi,Mumbai,15,18,1593,2023-01-27
2576,IndiGo,Kolkata,Mumbai,28,26,1852,2023-07-27
2577,IndiGo,Kolkata,Pune,14,14,1860,2023-05-23
2578,IndiGo,Ahmedabad,Hyderabad,3,4,524,2023-01-20
2579,IndiGo,Delhi,Ahmedabad,11,27,491,2023-05-22
2580,IndiGo,Ahmedabad,Hyderabad,8,5,1702,2023-12-09
2581,IndiGo,Hyderabad,Ahmedabad,12,4,1330,2023-07-29
2582,IndiGo,Ahmedabad,Delhi,9,11,696,2023-05-03
2583,IndiGo,Kolkata,Chennai,16,22,1542,2023-07-12
2584,IndiGo,Delhi,Ahmedabad,5,6,587,2023-12-13
2585,IndiGo,Ahmedabad,Hyderabad,3,0,1729,2023-05-18
2586,IndiGo,Pune,Delhi,12,8,1837,2023-03-21
2587,IndiGo,Bangalore,Pune,6,4,1283,2023-01-17
2588,IndiGo,Hyderabad,Pune,14,25,1454,2023-12-28
2589,IndiGo,Hyderabad,Pune,0,-5,1236,2023-05-24
2590,IndiGo,Pune,Ahmedabad,9,11,481,2023-10-19
2591,IndiGo,Delhi,Mumbai,11,11,1509,2023-07-12
2592,IndiGo,Delhi,Ahmedabad,8,11,1688,2023-12-20
2593,IndiGo,Chennai,Hyderabad,18,11,508,2023-06-28
2594,IndiGo,Chennai,Bangalore,7,10,1416,2023-01-06
2595,IndiGo,Ahmedabad,Pune,2,12,1306,2023-02-13
2596,IndiGo,Ahmedabad,Delhi,4,5,839,2023-12-27
2597,IndiGo,Chennai,Bangalore,14,14,1531,2023-04-05
2598,IndiGo,Mumbai,Kolkata,-4,-4,1269,2023-02-17
2599,IndiGo,Hyderabad,Mumbai,18,18,1229,2023-09-16
2600,IndiGo,Kolkata,Bangalore,3,9,610,2023-12-29
2601,IndiGo,Pune,Kolkata,7,7,907,2023-11-23
2602,IndiGo,Chennai,Bangalore,11,16,749,2023-01-03
2603,IndiGo,Chennai,Delhi,29,35,1710,2023-05-14
2604,IndiGo,Hyderabad,Pune,19,19,1571,2023-09-09
2605,IndiGo,Hyderabad,Delhi,1,3,1890,2023-05-10
2606,IndiGo,Ahmedabad,Chennai,10,7,1187,2023-10-28
2607,IndiGo,Ahmedabad,Pune,8,11,514,2023-07-24
2608,IndiGo,Chennai,Hyderabad,12,16,430,2023-07-09
2609,IndiGo,Bangalore,Pune,12,12,540,2023-04-22
2610,IndiGo,Pune,Mumbai,5,2,1877,2023-01-10
2611,IndiGo,Pune,Mumbai,24,26,1704,2023-09-06
2612,IndiGo,Kolkata,Mumbai,8,6,906,2023-11-30
2613,IndiGo,Pune,Hyderabad,33,30,886,2023-05-20
2614,IndiGo,Ahmedabad,Hyderabad,6,10,592,2023-04-17
2615,IndiGo,Chennai,Hyderabad,14,20,1351,2023-02-08
2616,IndiGo,Hyderabad,Chennai,24,28,884,2023-05-21
2617,IndiGo,Mumbai,Delhi,1,1,1063,2023-08-11
2618,IndiGo,Delhi,Kolkata,12,24,499,2023-10-27
2619,IndiGo,Kolkata,Ahmedabad,-1,7,613,2023-06-26
2620,IndiGo,Chennai,Kolkata,11,17,835,2023-07-31
2621,IndiGo,Ahmedabad,Mumbai,9,7,1625,2023-03-27
2622,IndiGo,Delhi,Ahmedabad,16,21,914,2023-11-30
2623,IndiGo,Kolkata,Mumbai,17,18,745,2023-06-13
2624,IndiGo,Delhi,Pune,5,0,574,2023-03-17
2625,IndiGo,Hyderabad,Mumbai,16,20,1396,2023-03-15
2626,IndiGo,Kolkata,Bangalore,2,2,1629,2023-01-11
2627,IndiGo,Ahmedabad,Pune,6,1,769,2023-04-15
2628,IndiGo,Delhi,Bangalore,3,0,1377,2023-12-17
2629,IndiGo,Pune,Ahmedabad,6,5,827,2023-03-30
2630,IndiGo,Pune,Ahmedabad,-3,9,742,2023-01-29
2631,IndiGo,Chennai,Pune,20,19,1036,2023-07-18
2632,IndiGo,Delhi,Kolkata,12,16,552,2023-11-09
2633,IndiGo,Hyderabad,Pune,19,17,856,2023-02-28
2634,IndiGo,Chennai,Kolkata,18,18,455,2023-12-26
2635,IndiGo,Kolkata,Bangalore,0,5,1970,2023-06-18
2636,IndiGo,Delhi,Ahmedabad,20,34,1441,2023-09-21
2637,IndiGo,Pune,Kolkata,0,5,407,2023-11-28
2638,IndiGo,Ahmedabad,Pune,6,11,1056,2023-02-08
2639,IndiGo,Ahmedabad,Hyderabad,-1,-5,557,2023-07-06
2640,IndiGo,Bangalore,Pune,3,5,1860,2023-07-14
2641,IndiGo,Kolkata,Ahmedabad,4,9,1134,2023-10-31
2642,IndiGo,Ahmedabad,Pune,18,22,1337,2023-07-28
2643,IndiGo,Bangalore,Kolkata,22,26,1231,2023-02-05
2644,IndiGo,Kolkata,Bangalore,0,8,931,2023-02-13
2645,IndiGo,Kolkata,Hyderabad,5,11,640,2023-03-14
2646,IndiGo,Bangalore,Pune,22,26,875,2023-08-14
2647,IndiGo,Ahmedabad,Hyderabad,-1,-3,576,2023-03-29
2648,IndiGo,Mumbai,Bangalore,20,21,417,2023-06-12
2649,IndiGo,Mumbai,Pune,10,15,1846,2023-04-12
2650,IndiGo,Ahmedabad,Bangalore,15,18,1570,2023-12-29
2651,IndiGo,Kolkata,Pune,8,8,502,2023-06-13
2652,IndiGo,Chennai,Delhi,16,20,605,2023-05-08
2653,IndiGo,Pune,Chennai,7,14,895,2023-03-13
2654,IndiGo,Kolkata,Hyderabad,8,6,1609,2023-09-20
2655,IndiGo,Pune,Delhi,3,1,1404,2023-01-01
2656,IndiGo,Chennai,Mumbai,7,15,834,2023-08-27
2657,IndiGo,Bangalore,Chennai,3,5,1902,2023-07-27
2658,IndiGo,Mumbai,Delhi,4,4,1979,2023-07-29
2659,IndiGo,Bangalore,Hyderabad,-2,-2,863,2023-01-21
2660,IndiGo,Ahmedabad,Pune,8,12,755,2023-07-13
2661,IndiGo,Hyderabad,Ahmedabad,11,8,1480,2023-08-23
2662,IndiGo,Mumbai,Pune,18,21,1122,2023-02-12
2663,IndiGo,Bangalore,Pune,11,12,1599,2023-02-23
2664,IndiGo,Mumbai,Pune,5,8,1426,2023-12-20
2665,IndiGo,Kolkata,Chennai,13,7,1136,2023-11-04
2666,IndiGo,Delhi,Pune,5,5,1421,2023-01-02
2667,IndiGo,Kolkata,Bangalore,12,19,993,2023-09-06
2668,IndiGo,Hyderabad,Ahmedabad,3,3,1670,2023-05-02
2669,IndiGo,Bangalore,Hyderabad,5,3,1330,2023-07-07
2670,IndiGo,Pune,Chennai,7,12,1746,2023-06-16
2671,IndiGo,Mumbai,Pune,1,5,1516,2023-03-02
2672,IndiGo,Delhi,Mumbai,-3,-3,1558,2023-05-10
2673,IndiGo,Chennai,Ahmedabad,7,17,1762,2023-05-09
2674,IndiGo,Bangalore,Mumbai,7,-2,1729,2023-07-22
2675,IndiGo,Hyderabad,Pune,-5,-3,960,2023-06-15
2676,IndiGo,Delhi,Chennai,14,17,1553,2023-09-28
2677,IndiGo,Kolkata,Bangalore,11,18,877,2023-01-16
2678,IndiGo,Mumbai,Kolkata,5,11,688,2023-09-26
2679,IndiGo,Delhi,Kolkata,-3,-5,1714,2023-12-07
2680,IndiGo,Bangalore,Delhi,-4,-4,775,2023-06-29
2681,IndiGo,Hyderabad,Pune,9,11,1002,2023-07-28
2682,IndiGo,Delhi,Ahmedabad,10,8,1653,2023-04-08
2683,IndiGo,Kolkata,Ahmedabad,8,3,755,2023-04-02
2684,IndiGo,Chennai,Pune,20,20,905,2023-01-14
2685,IndiGo,Kolkata,Ahmedabad,6,15,775,2023-06-07
2686,IndiGo,Bangalore,Chennai,0,-3,1211,2023-05-08
2687,IndiGo,Mumbai,Ahmedabad,1,2,1555,2023-02-04
2688,IndiGo,Chennai,Hyderabad,13,18,1772,2023-06-03
2689,IndiGo,Mumbai,Kolkata,30,21,996,2023-08-07
2690,IndiGo,Delhi,Ahmedabad,14,14,758,2023-02-20
2691,IndiGo,Bangalore,Chennai,5,4,1034,2023-11-29
2692,IndiGo,Hyderabad,Ahmedabad,2,12,1548,2023-05-09
2693,IndiGo,Ahmedabad,Hyderabad,16,18,1887,2023-06-08
2694,IndiGo,Kolkata,Chennai,20,15,658,2023-07-05
2695,IndiGo,Pune,Kolkata,0,-5,1411,2023-01-26
2696,IndiGo,Pune,Ahmedabad,4,6,755,2023-09-09
2697,IndiGo,Delhi,Hyderabad,10,12,1084,2023-01-24
2698,IndiGo,Pune,Hyderabad,-1,5,1563,2023-04-08
2699,IndiGo,Bangalore,Ahmedabad,11,16,500,2023-04-26
2700,IndiGo,Delhi,Bangalore,-5,-2,608,2023-09-10
2701,IndiGo,Chennai,Ahmedabad,0,0,935,2023-09-21
2702,IndiGo,Kolkata,Pune,14,16,587,2023-01-20
2703,IndiGo,Bangalore,Hyderabad,3,5,1398,2023-09-02
2704,IndiGo,Pune,Delhi,-2,5,1801,2023-06-25
2705,IndiGo,Chennai,Hyderabad,8,15,1342,2023-01-24
2706,IndiGo,Kolkata,Bangalore,5,5,1787,2023-06-28
2707,IndiGo,Chennai,Hyderabad,3,9,1650,2023-01-18
2708,IndiGo,Hyderabad,Delhi,4,9,906,2023-04-07
2709,IndiGo,Pune,Kolkata,6,-1,1251,2023-04-11
2710,IndiGo,Hyderabad,Delhi,5,2,636,2023-01-02
2711,IndiGo,Kolkata,Delhi,10,7,969,2023-01-19
2712,IndiGo,Chennai,Ahmedabad,17,18,1433,2023-05-23
2713,IndiGo,Delhi,Ahmedabad,8,13,1622,2023-09-03
2714,IndiGo,Ahmedabad,Mumbai,17,18,625,2023-06-23
2715,IndiGo,Kolkata,Mumbai,3,-3,1056,2023-11-28
2716,IndiGo,Pune,Hyderabad,4,3,1260,2023-01-23
2717,IndiGo,Chennai,Ahmedabad,10,10,998,2023-03-01
2718,IndiGo,Chennai,Kolkata,15,14,1464,2023-04-30
2719,IndiGo,Pune,Kolkata,9,16,1299,2023-02-08
2720,IndiGo,Mumbai,Bangalore,12,13,987,2023-03-13
2721,IndiGo,Hyderabad,Bangalore,5,4,1560,2023-07-29
2722,IndiGo,Pune,Bangalore,3,3,1788,2023-07-15
2723,IndiGo,Ahmedabad,Kolkata,16,16,1095,2023-12-29
2724,IndiGo,Mumbai,Bangalore,0,10,701,2023-10-01
2725,IndiGo,Hyderabad,Pune,12,7,649,2023-04-13
2726,IndiGo,Ahmedabad,Delhi,6,8,1578,2023-07-15
2727,IndiGo,Hyderabad,Chennai,23,20,1913,2023-09-14
2728,IndiGo,Ahmedabad,Delhi,17,25,1708,2023-03-10
2729,IndiGo,Delhi,Ahmedabad,4,4,1942,2023-12-19
2730,IndiGo,Bangalore,Hyderabad,1,1,988,2023-02-17
2731,IndiGo,Kolkata,Ahmedabad,9,14,1448,2023-11-11
2732,IndiGo,Mumbai,Delhi,18,17,681,2023-11-16
2733,IndiGo,Kolkata,Pune,-5,-4,1337,2023-04-10
2734,IndiGo,Delhi,Hyderabad,12,15,1483,2023-11-30
2735,IndiGo,Delhi,Bangalore,7,9,1256,2023-12-27
2736,IndiGo,Chennai,Delhi,22,25,1700,2023-04-23
2737,IndiGo,Mumbai,Pune,7,7,957,2023-02-19
2738,IndiGo,Delhi,Kolkata,8,18,1987,2023-10-28
2739,IndiGo,Chennai,Pune,8,9,628,2023-01-08
2740,IndiGo,Pune,Bangalore,6,13,1273,2023-06-09
2741,IndiGo,Mumbai,Delhi,25,29,1802,2023-10-06
2742,IndiGo,Chennai,Mumbai,10,12,434,2023-03-16
2743,IndiGo,Ahmedabad,Chennai,-5,-4,426,2023-09-14
2744,IndiGo,Pune,Chennai,11,15,719,2023-06-14
2745,IndiGo,Ahmedabad,Kolkata,4,4,419,2023-06-13
2746,IndiGo,Delhi,Ahmedabad,6,13,919,2023-05-26
2747,IndiGo,Pune,Delhi,6,18,1985,2023-04-03
2748,IndiGo,Mumbai,Chennai,13,9,1171,2023-07-22
2749,IndiGo,Bangalore,Pune,8,7,998,2023-10-13
2750,IndiGo,Ahmedabad,Chennai,-5,2,637,2023-10-08
2751,IndiGo,Bangalore,Kolkata,15,19,1256,2023-12-27
2752,IndiGo,Bangalore,Chennai,11,7,1507,2023-08-18
2753,IndiGo,Delhi,Kolkata,6,12,939,2023-01-02
2754,IndiGo,Hyderabad,Delhi,1,-5,1853,2023-09-07
2755,IndiGo,Ahmedabad,Kolkata,8,9,1162,2023-12-27
2756,IndiGo,Pune,Bangalore,11,16,1352,2023-09-04
2757,IndiGo,Pune,Delhi,15,18,539,2023-06-05
2758,IndiGo,Bangalore,Mumbai,19,14,1601,2023-08-20
2759,IndiGo,Kolkata,Ahmedabad,14,19,1723,2023-08-26
2760,IndiGo,Kolkata,Chennai,0,-5,686,2023-09-08
2761,IndiGo,Pune,Ahmedabad,4,3,570,2023-05-12
2762,IndiGo,Pune,Delhi,16,15,1031,2023-08-04
2763,IndiGo,Bangalore,Pune,3,2,1344,2023-12-16
2764,IndiGo,Ahmedabad,Pune,18,20,1195,2023-01-28
2765,IndiGo,Chennai,Hyderabad,8,9,1169,2023-09-25
2766,IndiGo,Kolkata,Mumbai,20,19,728,2023-08-07
2767,IndiGo,Pune,Chennai,20,23,1148,2023-01-12
2768,IndiGo,Chennai,Pune,8,22,534,2023-01-18
2769,IndiGo,Hyderabad,Mumbai,1,1,1234,2023-04-24
2770,IndiGo,Kolkata,Delhi,0,6,658,2023-03-17
2771,IndiGo,Hyderabad,Mumbai,23,33,654,2023-01-05
2772,IndiGo,Bangalore,Ahmedabad,19,20,876,2023-06-08
2773,IndiGo,Kolkata,Bangalore,7,1,1805,2023-09-28
2774,IndiGo,Chennai,Ahmedabad,26,30,729,2023-09-08
2775,IndiGo,Kolkata,Hyderabad,6,14,1250,2023-08-06
2776,IndiGo,Mumbai,Chennai,2,6,822,2023-11-20
2777,IndiGo,Hyderabad,Ahmedabad,8,13,1399,2023-03-16
2778,IndiGo,Hyderabad,Pune,9,4,1971,2023-08-18
2779,IndiGo,Hyderabad,Pune,10,17,1005,2023-05-10
2780,IndiGo,Hyderabad,Delhi,9,14,985,2023-11-26
2781,IndiGo,Chennai,Delhi,1,2,1442,2023-02-02
2782,IndiGo,Delhi,Pune,5,10,913,2023-04-28
2783,IndiGo,Delhi,Bangalore,10,15,1894,2023-10-06
2784,IndiGo,Ahmedabad,Kolkata,18,23,1963,2023-10-20
2785,IndiGo,Hyderabad,Chennai,12,10,515,2023-06-22
2786,IndiGo,Hyderabad,Pune,9,9,1241,2023-03-01
2787,IndiGo,Bangalore,Ahmedabad,7,7,1887,2023-07-11
2788,IndiGo,Chennai,Kolkata,2,-5,927,2023-07-25
2789,IndiGo,Ahmedabad,Hyderabad,4,6,994,2023-06-29
2790,IndiGo,Hyderabad,Chennai,0,2,1643,2023-05-01
2791,IndiGo,Mumbai,Pune,25,32,789,2023-02-10
2792,IndiGo,Bangalore,Delhi,23,26,1700,2023-03-06
2793,IndiGo,Bangalore,Hyderabad,19,18,1339,2023-06-18
2794,IndiGo,Pune,Chennai,4,-5,1782,2023-02-02
2795,IndiGo,Delhi,Hyderabad,19,28,934,2023-12-03
2796,IndiGo,Hyderabad,Mumbai,5,5,470,2023-04-28
2797,IndiGo,Bangalore,Pune,3,6,769,2023-06-03
2798,IndiGo,Bangalore,Ahmedabad,18,12,1788,2023-10-22
2799,IndiGo,Bangalore,Pune,13,13,1992,2023-11-11
2800,IndiGo,Mumbai,Kolkata,10,14,1236,2023-01-05
2801,IndiGo,Mumbai,Pune,8,9,1066,2023-04-18
2802,IndiGo,Chennai,Mumbai,8,14,1093,2023-06-25
2803,IndiGo,Kolkata,Chennai,13,16,1932,2023-06-20
2804,IndiGo,Ahmedabad,Bangalore,0,0,1933,2023-01-08
2805,IndiGo,Hyderabad,Kolkata,17,19,1410,2023-03-06
2806,IndiGo,Mumbai,Bangalore,15,25,558,2023-02-08
2807,IndiGo,Ahmedabad,Hyderabad,18,20,1902,2023-01-14
2808,IndiGo,Hyderabad,Ahmedabad,5,-5,1620,2023-04-09
2809,IndiGo,Bangalore,Kolkata,8,8,1219,2023-02-23
2810,IndiGo,Ahmedabad,Pune,13,14,730,2023-06-19
2811,IndiGo,Delhi,Chennai,7,1,1956,2023-09-15
2812,IndiGo,Bangalore,Delhi,2,6,822,2023-06-04
2813,IndiGo,Delhi,Chennai,23,24,700,2023-01-16
2814,IndiGo,Chennai,Ahmedabad,12,18,1215,2023-08-09
2815,IndiGo,Bangalore,Kolkata,3,6,789,2023-08-10
2816,IndiGo,Mumbai,Hyderabad,4,10,1015,2023-01-14
2817,IndiGo,Kolkata,Chennai,11,14,1450,2023-03-30
2818,IndiGo,Pune,Mumbai,3,8,728,2023-06-03
2819,IndiGo,Chennai,Mumbai,26,23,1240,2023-05-19
2820,IndiGo,Mumbai,Chennai,7,10,1629,2023-09-15
2821,IndiGo,Pune,Bangalore,16,16,1041,2023-12-15
2822,IndiGo,Delhi,Ahmedabad,-5,-4,840,2023-03-13
2823,IndiGo,Delhi,Hyderabad,16,10,1344,2023-07-26
2824,IndiGo,Delhi,Kolkata,5,14,1642,2023-09-14
2825,IndiGo,Delhi,Ahmedabad,21,27,1062,2023-02-17
2826,IndiGo,Chennai,Ahmedabad,8,10,790,2023-07-22
2827,IndiGo,Mumbai,Delhi,8,15,1924,2023-10-16
2828,IndiGo,Delhi,Bangalore,2,0,1396,2023-11-26
2829,IndiGo,Hyderabad,Mumbai,18,19,829,2023-08-30
2830,IndiGo,Hyderabad,Mumbai,21,20,748,2023-06-12
2831,IndiGo,Chennai,Delhi,9,7,603,2023-04-12
2832,IndiGo,Delhi,Ahmedabad,10,5,1863,2023-07-31
2833,IndiGo,Bangalore,Pune,6,1,461,2023-07-12
2834,IndiGo,Delhi,Chennai,15,20,1585,2023-06-08
2835,IndiGo,Mumbai,Chennai,-3,5,1864,2023-12-12
2836,IndiGo,Kolkata,Pune,29,31,1593,2023-09-09
2837,IndiGo,Delhi,Chennai,4,20,1685,2023-03-11
2838,IndiGo,Mumbai,Delhi,0,2,1903,2023-03-15
2839,IndiGo,Delhi,Bangalore,11,19,932,2023-03-25
2840,IndiGo,Chennai,Pune,12,12,454,2023-02-28
2841,IndiGo,Mumbai,Kolkata,2,2,1690,2023-07-25
2842,IndiGo,Kolkata,Mumbai,1,3,1260,2023-06-11
2843,IndiGo,Ahmedabad,Pune,5,0,1051,2023-11-17
2844,IndiGo,Kolkata,Mumbai,20,20,1846,2023-02-25
2845,IndiGo,Pune,Mumbai,0,1,551,2023-07-30
2846,IndiGo,Delhi,Chennai,10,4,1106,2023-02-17
2847,IndiGo,Hyderabad,Chennai,12,9,1121,2023-04-05
2848,IndiGo,Kolkata,Delhi,23,27,512,2023-02-27
2849,IndiGo,Bangalore,Mumbai,6,5,1181,2023-03-22
2850,IndiGo,Mumbai,Pune,9,14,807,2023-08-22
2851,IndiGo,Hyderabad,Pune,9,9,729,2023-08-05
2852,IndiGo,Delhi,Ahmedabad,10,9,701,2023-08-02
2853,IndiGo,Bangalore,Kolkata,7,-1,1624,2023-04-03
2854,IndiGo,Delhi,Ahmedabad,17,20,1260,2023-07-01
2855,IndiGo,Pune,Ahmedabad,3,14,1106,2023-09-16
2856,IndiGo,Kolkata,Ahmedabad,10,7,927,2023-02-04
2857,IndiGo,Pune,Delhi,16,19,671,2023-01-21
2858,IndiGo,Ahmedabad,Chennai,13,13,618,2023-11-12
2859,IndiGo,Kolkata,Bangalore,13,13,1831,2023-09-30
2860,IndiGo,Ahmedabad,Pune,14,7,767,2023-06-10
2861,IndiGo,Hyderabad,Kolkata,6,16,889,2023-06-06
2862,IndiGo,Pune,Hyderabad,3,2,1963,2023-03-26
2863,IndiGo,Delhi,Hyderabad,6,2,408,2023-01-12
2864,IndiGo,Chennai,Hyderabad,-5,-5,1215,2023-07-23
2865,IndiGo,Mumbai,Chennai,11,12,1774,2023-08-01
2866,IndiGo,Delhi,Chennai,8,10,1419,2023-07-13
